YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2016,2016,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.6,34.6,,,31.9,37.5,"2,055",,,Some college or technical school,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.5,27.5,,,25.2,29.9,"2,517",,,High school graduate,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.4,30.4,,,28,32.9,"1,879",,,College graduate,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,College graduate,EDU,EDUCOGRAD
2016,2016,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.3,25.3,,,22,28.8,"1,199",,,High school graduate,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,VALUE,56,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,25.8,30.5,"2,896",,,Some college or technical school,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.9,26.9,,,19.4,35.9,289,,,Less than high school,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Education,Less than high school,EDU,EDUHS
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.1,36.1,,,32.6,39.8,"2,787",,,Some college or technical school,,,,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,VALUE,48,Education,Some college or technical school,EDU,EDUCOTEC
2020,2020,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.7,40.7,,,38.1,43.4,"1,947",,,High school graduate,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,VALUE,54,Education,High school graduate,EDU,EDUHSGRAD
2012,2012,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25,25,,,22.3,27.9,"1,479",,,College graduate,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Education,College graduate,EDU,EDUCOGRAD
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24,24,,,21.6,26.7,"1,631",,,College graduate,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,College graduate,EDU,EDUCOGRAD
2014,2014,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.1,32.1,,,29.9,34.4,"4,149",,,Some college or technical school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,24,33.4,732,,,Less than high school,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,Less than high school,EDU,EDUHS
2013,2013,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.7,27.7,,,23,32.9,700,,,Some college or technical school,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Education,Some college or technical school,EDU,EDUCOTEC
2020,2020,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,30,40,986,,,High school graduate,,,,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,VALUE,2,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.1,39.1,,,34.6,43.9,732,,,Less than high school,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Education,Less than high school,EDU,EDUHS
2012,2012,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,29.3,33.6,"3,073",,,High school graduate,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30,30,,,23.1,37.9,235,,,Less than high school,,,,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,VALUE,25,Education,Less than high school,EDU,EDUHS
2014,2014,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27,27,,,25.5,28.5,"4,455",,,Some college or technical school,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.7,38.7,,,34.7,42.8,"1,433",,,Less than high school,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Education,Less than high school,EDU,EDUHS
2012,2012,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.4,27.4,,,22.5,32.8,461,,,Less than high school,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Education,Less than high school,EDU,EDUHS
2019,2019,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.4,34.4,,,26,44,198,,,Less than high school,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,VALUE,56,Education,Less than high school,EDU,EDUHS
2012,2012,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.2,23.2,,,20.8,25.9,"1,849",,,College graduate,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,College graduate,EDU,EDUCOGRAD
2018,2018,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,21.4,29.3,997,,,College graduate,,,,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q036,VALUE,32,Education,College graduate,EDU,EDUCOGRAD
2016,2016,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.5,23.5,,,21.1,26.1,"1,717",,,College graduate,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,College graduate,EDU,EDUCOGRAD
2016,2016,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.9,24.9,,,22.6,27.5,"2,123",,,Some college or technical school,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,26,32.9,"1,115",,,College graduate,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Education,College graduate,EDU,EDUCOGRAD
2013,2013,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.6,33.6,,,31.3,35.9,"2,498",,,Some college or technical school,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.4,33.4,,,29.7,37.3,"1,173",,,Less than high school,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Education,Less than high school,EDU,EDUHS
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.5,38.5,,,34.1,43.1,"1,322",,,Some college or technical school,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,27.9,35.1,"2,106",,,Some college or technical school,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.4,35.4,,,32.2,38.9,"2,768",,,Some college or technical school,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28,28,,,25.3,30.9,"2,496",,,Some college or technical school,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,30.1,32.8,"6,706",,,Some college or technical school,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Education,Some college or technical school,EDU,EDUCOTEC
2020,2020,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.5,23.5,,,21.5,25.7,"1,895",,,College graduate,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Education,College graduate,EDU,EDUCOGRAD
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.8,27.8,,,24.8,31,"2,202",,,College graduate,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Education,College graduate,EDU,EDUCOGRAD
2019,2019,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33,33,,,29.6,36.6,"1,346",,,Some college or technical school,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.6,36.6,,,34.1,39.2,"2,337",,,High school graduate,,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,VALUE,18,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.4,36.4,,,32.7,40.2,"1,065",,,Some college or technical school,,,,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q036,VALUE,47,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,23.6,28.3,"4,221",,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.9,33.9,,,30.3,37.7,870,,,Less than high school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Less than high school,EDU,EDUHS
2014,2014,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.8,29.8,,,27,32.7,"1,497",,,High school graduate,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,VALUE,36,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28,28,,,25.6,30.6,"2,151",,,Some college or technical school,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24,24,,,22,26,"2,963",,,High school graduate,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,High school graduate,EDU,EDUHSGRAD
2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,24,27.5,"3,303",,,Some college or technical school,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.5,29.5,,,27.5,31.7,"4,259",,,College graduate,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Education,College graduate,EDU,EDUCOGRAD
2020,2020,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.2,31.2,,,26.2,36.8,531,,,Less than high school,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,Less than high school,EDU,EDUHS
2012,2012,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.8,23.8,,,21.8,25.9,"3,079",,,College graduate,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Education,College graduate,EDU,EDUCOGRAD
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.9,35.9,,,32.8,39.1,"1,485",,,College graduate,,,,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q036,VALUE,28,Education,College graduate,EDU,EDUCOGRAD
2014,2014,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.2,38.2,,,32.5,44.3,623,,,Less than high school,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Education,Less than high school,EDU,EDUHS
2011,2011,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,24.6,30.7,"1,838",,,Some college or technical school,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.1,39.1,,,37.1,41.1,"3,236",,,Some college or technical school,,,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,VALUE,20,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.2,40.2,,,31.4,49.6,465,,,Less than high school,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Education,Less than high school,EDU,EDUHS
2015,2015,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,27.7,31.2,"4,446",,,Some college or technical school,,,,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.4,35.4,,,31.9,39,"1,380",,,Less than high school,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Education,Less than high school,EDU,EDUHS
2014,2014,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,28.5,33.4,"2,440",,,Some college or technical school,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.7,20.7,,,18,23.6,"1,685",,,College graduate,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,VALUE,56,Education,College graduate,EDU,EDUCOGRAD
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,24.7,38.9,270,,,Less than high school,,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Education,Less than high school,EDU,EDUHS
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.4,35.4,,,30.6,40.5,507,,,High school graduate,,,,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.3,33.3,,,30.8,35.8,"2,871",,,High school graduate,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,30.5,34.4,"4,021",,,High school graduate,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,26.5,38.9,415,,,Less than high school,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,5,Education,Less than high school,EDU,EDUHS
2020,2020,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,44.1,44.1,,,33.3,55.4,126,,,Less than high school,,,,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Education,Less than high school,EDU,EDUHS
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.1,19.1,,,17.4,20.9,"3,137",,,College graduate,,,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,VALUE,15,Education,College graduate,EDU,EDUCOGRAD
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.7,25.7,,,23.7,27.8,"2,495",,,Some college or technical school,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.6,28.6,,,25.4,32,"1,662",,,College graduate,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Education,College graduate,EDU,EDUCOGRAD
2015,2015,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,23.8,29.4,"1,871",,,College graduate,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Education,College graduate,EDU,EDUCOGRAD
2019,2019,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.5,19.5,,,17.4,21.7,"2,757",,,College graduate,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Education,College graduate,EDU,EDUCOGRAD
2015,2015,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,14.7,14.7,,,13.5,16.1,"5,172",,,College graduate,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Education,College graduate,EDU,EDUCOGRAD
2016,2016,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,30.5,38.2,"1,132",,,Less than high school,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Education,Less than high school,EDU,EDUHS
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.3,36.3,,,30.4,42.6,590,,,Less than high school,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Education,Less than high school,EDU,EDUHS
2018,2018,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.2,33.2,,,30.5,36.1,"2,954",,,High school graduate,,,,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,VALUE,23,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.4,33.4,,,31.5,35.4,"4,255",,,College graduate,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Education,College graduate,EDU,EDUCOGRAD
2014,2014,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.6,22.6,,,19.1,26.5,"1,161",,,College graduate,,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Education,College graduate,EDU,EDUCOGRAD
2015,2015,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.2,28.2,,,25.4,31.3,"1,639",,,High school graduate,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,25.7,30.6,"2,912",,,College graduate,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Education,College graduate,EDU,EDUCOGRAD
2017,2017,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.1,23.1,,,20.6,25.8,"1,774",,,College graduate,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Education,College graduate,EDU,EDUCOGRAD
2014,2014,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,30.7,39.2,"1,209",,,Less than high school,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Education,Less than high school,EDU,EDUHS
2013,2013,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.9,26.9,,,24.1,29.8,"1,744",,,Some college or technical school,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.4,35.4,,,32,39,"1,420",,,High school graduate,,,,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,VALUE,35,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,29.4,38.4,602,,,Less than high school,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q036,VALUE,26,Education,Less than high school,EDU,EDUHS
