YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2014,2014,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.2,31.2,,,27,35.6,765,,,,,"$15,000 - $24,999",,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
2015,2015,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.2,35.2,,,30.1,40.8,577,,,,,"$50,000 - $74,999",,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.8,34.8,,,30.9,38.8,"1,170",,,,,"$35,000 - $49,999",,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.7,24.7,,,21.2,28.5,"1,036",,,,,"$50,000 - $74,999",,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,18.7,32.9,292,,,,,"$15,000 - $24,999",,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,VALUE,2,Income,"$15,000 - $24,999",INC,INC1525
2012,2012,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.2,23.2,,,21.6,24.9,"4,191",,,,,"$75,000 or greater",,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Income,"$75,000 or greater",INC,INC75PLUS
2015,2015,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.7,34.7,,,28.6,41.4,400,,,,,"$25,000 - $34,999",,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.9,36.9,,,34.4,39.5,"2,491",,,,,"$15,000 - $24,999",,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Income,"$15,000 - $24,999",INC,INC1525
2014,2014,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,26.7,35.5,791,,,,,"$15,000 - $24,999",,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,27.9,44.5,286,,,,,"Less than $15,000",,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.9,24.9,,,22.5,27.5,"1,728",,,,,"$50,000 - $74,999",,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Income,"$50,000 - $74,999",INC,INC5075
2016,2016,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,22.7,33,681,,,,,"$50,000 - $74,999",,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.1,27.1,,,24.3,30,"1,786",,,,,"$75,000 or greater",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.1,38.1,,,32.7,43.8,"1,415",,,,,"$15,000 - $24,999",,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,VALUE,48,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26,26,,,23.9,28.3,"2,418",,,,,"$75,000 or greater",,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Income,"$75,000 or greater",INC,INC75PLUS
2016,2016,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.7,27.7,,,24.9,30.7,"3,854",,,,,"$50,000 - $74,999",,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.1,37.1,,,31,43.7,407,,,,,"Less than $15,000",,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,5,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.5,38.5,,,34.4,42.8,"1,112",,,,,"Less than $15,000",,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Income,"Less than $15,000",INC,INCLESS15
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.3,29.3,,,25.4,33.6,987,,,,,"$75,000 or greater",,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Income,"$75,000 or greater",INC,INC75PLUS
2019,2019,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.7,33.7,,,29.8,37.7,"1,511",,,,,"$15,000 - $24,999",,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,VALUE,23,Income,"$15,000 - $24,999",INC,INC1525
2019,2019,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.3,41.3,,,33.5,49.6,304,,,,,"Less than $15,000",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Income,"Less than $15,000",INC,INCLESS15
2012,2012,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28,28,,,22.1,34.8,623,,,,,"Less than $15,000",,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Income,"Less than $15,000",INC,INCLESS15
2019,2019,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.6,29.6,,,27.3,32.1,"1,953",,,,,"$75,000 or greater",,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Income,"$75,000 or greater",INC,INC75PLUS
2014,2014,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.1,30.1,,,26.1,34.3,"1,130",,,,,"$15,000 - $24,999",,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Income,"$15,000 - $24,999",INC,INC1525
2014,2014,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27,27,,,22.4,32.2,758,,,,,"Less than $15,000",,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Income,"Less than $15,000",INC,INCLESS15
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.1,22.1,,,19.5,25,"3,993",,,,,"$75,000 or greater",,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.8,29.8,,,25.7,34.3,852,,,,,"$15,000 - $24,999",,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30,30,,,27,33.2,"1,334",,,,,"$25,000 - $34,999",,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,VALUE,27,Income,"$25,000 - $34,999",INC,INC2535
2014,2014,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.3,30.3,,,26.5,34.4,"1,258",,,,,"$15,000 - $24,999",,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,27.7,40.4,298,,,,,"$75,000 or greater",,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39,39,,,31.1,47.5,268,,,,,"$25,000 - $34,999",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26,26,,,22.9,29.4,"1,124",,,,,"$25,000 - $34,999",,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,28.4,42,403,,,,,"$25,000 - $34,999",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.1,35.1,,,30.1,40.5,681,,,,,"$25,000 - $34,999",,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.5,24.5,,,22.3,26.7,"2,409",,,,,"$75,000 or greater",,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,VALUE,25,Income,"$75,000 or greater",INC,INC75PLUS
2019,2019,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,22.2,28.4,"1,184",,,,,"$50,000 - $74,999",,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q036,VALUE,6,Income,"$50,000 - $74,999",INC,INC5075
2019,2019,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.4,40.4,,,35.2,45.8,704,,,,,"$50,000 - $74,999",,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q036,VALUE,47,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.1,33.1,,,27.9,38.7,588,,,,,"$25,000 - $34,999",,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Income,"$25,000 - $34,999",INC,INC2535
2012,2012,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,21.5,30.8,574,,,,,"$25,000 - $34,999",,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Income,"$25,000 - $34,999",INC,INC2535
2016,2016,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.1,41.1,,,35.9,46.5,575,,,,,"$35,000 - $49,999",,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,27.5,35.5,"1,215",,,,,"$25,000 - $34,999",,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Income,"$25,000 - $34,999",INC,INC2535
2014,2014,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.4,37.4,,,33.3,41.7,695,,,,,"$50,000 - $74,999",,"(38.665510202, -80.712640135)",OWS,OWS1,Q036,VALUE,54,Income,"$50,000 - $74,999",INC,INC5075
2015,2015,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.1,37.1,,,32,42.6,931,,,,,"Less than $15,000",,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Income,"Less than $15,000",INC,INCLESS15
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,31.9,40,"1,724",,,,,"Less than $15,000",,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Income,"Less than $15,000",INC,INCLESS15
2012,2012,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,24,38.8,334,,,,,"Less than $15,000",,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Income,"Less than $15,000",INC,INCLESS15
2012,2012,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.2,28.2,,,24,32.9,716,,,,,"$50,000 - $74,999",,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.6,32.6,,,23.2,43.5,217,,,,,"Less than $15,000",,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Income,"Less than $15,000",INC,INCLESS15
2015,2015,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.2,20.2,,,17.9,22.7,"1,636",,,,,"$75,000 or greater",,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.2,23.2,,,19.3,27.6,680,,,,,"$35,000 - $49,999",,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,VALUE,36,Income,"$35,000 - $49,999",INC,INC3550
2016,2016,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.7,38.7,,,34.7,42.8,920,,,,,"Less than $15,000",,"(44.661319543001, -84.71439027)",OWS,OWS1,Q036,VALUE,26,Income,"Less than $15,000",INC,INCLESS15
2019,2019,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31,31,,,26.7,35.7,"1,571",,,,,"$75,000 or greater",,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.6,31.6,,,25.7,38,449,,,,,"$35,000 - $49,999",,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.7,30.7,,,25.5,36.4,511,,,,,"$25,000 - $34,999",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,24,31.5,999,,,,,"$75,000 or greater",,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,VALUE,29,Income,"$75,000 or greater",INC,INC75PLUS
2012,2012,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33,33,,,28.9,37.4,"1,039",,,,,"$15,000 - $24,999",,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.5,36.5,,,28.5,45.4,677,,,,,"Less than $15,000",,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Income,"Less than $15,000",INC,INCLESS15
2013,2013,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.3,29.3,,,23,36.6,381,,,,,"Less than $15,000",,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Income,"Less than $15,000",INC,INCLESS15
2016,2016,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.1,31.1,,,23.5,39.8,356,,,,,"Less than $15,000",,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Income,"Less than $15,000",INC,INCLESS15
2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,25.2,36.7,528,,,,,"$50,000 - $74,999",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.2,33.2,,,28.4,38.4,703,,,,,"$35,000 - $49,999",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.1,38.1,,,31.5,45.3,438,,,,,"$25,000 - $34,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.6,33.6,,,25.4,42.9,271,,,,,"Less than $15,000",,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Income,"Less than $15,000",INC,INCLESS15
2016,2016,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.6,34.6,,,31.2,38.1,"1,455",,,,,"$50,000 - $74,999",,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Income,"$50,000 - $74,999",INC,INC5075
2014,2014,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,25.8,31.1,"2,271",,,,,"$75,000 or greater",,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Income,"$75,000 or greater",INC,INC75PLUS
2016,2016,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.2,32.2,,,28.5,36.2,"3,093",,,,,"Less than $15,000",,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2015,2015,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.6,33.6,,,28.5,39.1,738,,,,,"$35,000 - $49,999",,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Income,"$35,000 - $49,999",INC,INC3550
2012,2012,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,30.4,37.4,"1,113",,,,,"$35,000 - $49,999",,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.2,32.2,,,27.9,36.8,718,,,,,"$25,000 - $34,999",,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,VALUE,13,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.1,21.1,,,19,23.2,"2,397",,,,,"$75,000 or greater",,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,VALUE,36,Income,"$75,000 or greater",INC,INC75PLUS
2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.5,28.5,,,23,34.7,421,,,,,"$15,000 - $24,999",,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.3,24.3,,,22.9,25.8,"9,206",,,,,"$75,000 or greater",,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.2,31.2,,,25.9,37,484,,,,,"$25,000 - $34,999",,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.1,38.1,,,32.2,44.3,596,,,,,"$15,000 - $24,999",,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Income,"$15,000 - $24,999",INC,INC1525
2019,2019,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.8,34.8,,,31.8,37.9,"1,412",,,,,"$15,000 - $24,999",,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Income,"$15,000 - $24,999",INC,INC1525
2016,2016,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.3,38.3,,,34.1,42.7,"1,152",,,,,"$35,000 - $49,999",,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.3,30.3,,,21.8,40.4,366,,,,,"$15,000 - $24,999",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.5,24.5,,,21.7,27.5,"1,717",,,,,"$75,000 or greater",,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,VALUE,56,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.7,20.7,,,16.4,25.8,834,,,,,"$35,000 - $49,999",,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Income,"$35,000 - $49,999",INC,INC3550
